"Sample","T2D_6","T2D_8","T2D_13","T2D_16","T2D_19","T2D_21","T2D_24","T2D_27","T2D_30","T2D_34","T2D_37","T2D_39","T2D_42","T2D_44","T2D_48","T2D_51","T2D_53","T2D_57","T2D_67","T2D_70","T2D_72","T2D_75","T2D_78","T2D_80","T2D_83","T2D_85","T2D_88","T2D_90","T2D_92","T2D_97","T2D_100","T2D_104","T2D_106","T2D_108","T2D_112","T2D_114","T2D_116","T2D_118","T2D_130","T2D_132","T2D_134","T2D_136","T2D_141","T2D_143","T2D_145","T2D_148","T2D_150","T2D_154","T2D_156","T2D_159","T2D_163","T2D_165","T2D_168","T2D_171","T2D_173","T2D_175","T2D_177","T2D_189","T2D_191","T2D_194","T2D_199","T2D_201","T2D_204","T2D_208","T2D_210","T2D_212","T2D_217","T2D_219","T2D_222","T2D_224","T2D_227","T2D_230","T2D_233","T2D_235","T2D_238","T2D_240","T2D_251","T2D_253","T2D_255","T2D_259","T2D_264","T2D_267","T2D_269","T2D_272","T2D_275","T2D_280","T2D_283","T2D_286","T2D_288","T2D_291","T2D_293","T2D_295","T2D_298","T2D_310","T2D_314","T2D_316","T2D_319","T2D_323","T2D_325","T2D_327","T2D_329","T2D_332","T2D_334","T2D_336","T2D_341","T2D_343","T2D_345","T2D_349","T2D_351","NGT_7","NGT_10","NGT_11","NGT_18","NGT_20","NGT_22","NGT_25","NGT_29","NGT_32","NGT_35","NGT_40","NGT_43","NGT_46","NGT_50","NGT_54","NGT_56","NGT_66","NGT_69","NGT_74","NGT_77","NGT_82","NGT_84","NGT_86","NGT_91","NGT_94","NGT_96","NGT_99","NGT_101","NGT_103","NGT_107","NGT_110","NGT_113","NGT_117","NGT_129","NGT_133","NGT_139","NGT_142","NGT_144","NGT_149","NGT_152","NGT_161","NGT_164","NGT_167","NGT_170","NGT_174","NGT_179","NGT_193","NGT_195","NGT_197","NGT_200","NGT_202","NGT_205","NGT_207","NGT_211","NGT_213","NGT_215","NGT_221","NGT_223","NGT_225","NGT_229","NGT_237","NGT_239","NGT_241","NGT_252","NGT_254","NGT_256","NGT_258","NGT_261","NGT_263","NGT_265","NGT_271","NGT_274","NGT_279","NGT_282","NGT_284","NGT_290","NGT_297","NGT_299","NGT_301","NGT_311","NGT_313","NGT_317","NGT_321","NGT_324","NGT_326","NGT_328","NGT_333","NGT_335","NGT_337","NGT_339","NGT_347","NGT_350","NGT_352","NGT_354","NGT_356","Pre-DM_9","Pre-DM_12","Pre-DM_14","Pre-DM_23","Pre-DM_28","Pre-DM_31","Pre-DM_33","Pre-DM_38","Pre-DM_41","Pre-DM_45","Pre-DM_49","Pre-DM_52","Pre-DM_55","Pre-DM_68","Pre-DM_71","Pre-DM_73","Pre-DM_79","Pre-DM_81","Pre-DM_89","Pre-DM_93","Pre-DM_95","Pre-DM_102","Pre-DM_105","Pre-DM_111","Pre-DM_115","Pre-DM_119","Pre-DM_128","Pre-DM_131","Pre-DM_135","Pre-DM_138","Pre-DM_140","Pre-DM_146","Pre-DM_151","Pre-DM_153","Pre-DM_157","Pre-DM_160","Pre-DM_162","Pre-DM_166","Pre-DM_176","Pre-DM_178","Pre-DM_190","Pre-DM_192","Pre-DM_196","Pre-DM_203","Pre-DM_206","Pre-DM_214","Pre-DM_216","Pre-DM_218","Pre-DM_226","Pre-DM_228","Pre-DM_232","Pre-DM_234","Pre-DM_236","Pre-DM_250","Pre-DM_257","Pre-DM_262","Pre-DM_266","Pre-DM_268","Pre-DM_273","Pre-DM_276","Pre-DM_278","Pre-DM_285","Pre-DM_287","Pre-DM_289","Pre-DM_294","Pre-DM_296","Pre-DM_300","Pre-DM_312","Pre-DM_315","Pre-DM_318","Pre-DM_322","Pre-DM_330","Pre-DM_338","Pre-DM_340","Pre-DM_344","Pre-DM_346","Pre-DM_348","Pre-DM_357","QC_1","QC_2","QC_3","QC_4","QC_5","QC_15","QC_26","QC_36","QC_47","QC_58","QC_59","QC_60","QC_61","QC_62","QC_63","QC_64","QC_65","QC_76","QC_87","QC_98","QC_109","QC_120","QC_121","QC_122","QC_123","QC_124","QC_125","QC_126","QC_137","QC_147","QC_158","QC_169","QC_180","QC_181","QC_182","QC_183","QC_184","QC_185","QC_186","QC_187","QC_188","QC_198","QC_209","QC_220","QC_231","QC_242","QC_243","QC_244","QC_245","QC_246","QC_247","QC_248","QC_249","QC_260","QC_270","QC_281","QC_292","QC_302","QC_303","QC_304","QC_305","QC_306","QC_307","QC_308","QC_309","QC_320","QC_331","QC_342","QC_353","QC_364","QC_365","QC_366"
"Lable","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","T2D","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","NGT","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","Pre-DM","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC","QC"
"0.50_280.0994m/z",1965.2493067945,2100.68543563099,2229.76017136271,1364.14697523757,1577.42734256994,1219.99428170246,2132.29067148019,2022.53750877868,2184.69369803131,1589.94041326393,1908.75636425988,1387.94209902153,2033.70845554614,1955.33218166918,2343.16888667725,2369.38716023388,1219.22107065837,1975.63181952462,1208.23126601523,2332.17197540613,2823.29179077175,1556.49932544294,2287.93092573863,1402.62903757248,1493.45095941205,1726.273067215,1954.27374863879,1360.42964456948,2173.2683954799,1681.05827349307,2457.63969479491,2086.22344434825,2518.73268680309,2675.87132911607,1448.21687784669,2279.32567104974,1820.5226371516,1629.66295936707,3233.7559554845,2607.00699251112,2283.26518465696,2678.7408798941,2803.55781845377,2199.10084286042,2227.7316346244,2094.86536341762,1659.13555224589,3284.796457971,2027.77500489399,3951.79543975294,1713.60904112402,2587.89490470775,1993.25528602942,1290.315479739,1536.87338113932,1972.74440518124,1571.82185602653,2483.66203221378,1655.80546987111,1037.23735892215,2258.96269529172,2465.04295110311,1907.91503351082,2195.82242237648,1615.44506667575,2033.73855805048,2389.90284612525,1844.95004736224,3154.13756508366,1448.52460134198,1347.45077204393,1627.21479723442,1573.96693433068,1741.60739119521,3248.78236107227,1448.65854061295,1421.5227559903,1615.523644618,3730.54538005144,3805.491049089,3039.26187918984,4485.0056949404,1270.19072239805,1830.25267581175,1997.48599430623,2134.74892520982,1530.40591200847,2655.03855907858,1965.58462458483,1745.08415286335,1747.87136822476,2273.02020809827,1558.29465662298,2721.43310543993,2021.59906037135,2698.46365854107,2440.06001751403,1615.59602521128,1658.19779882069,2136.2471362484,1110.85492083724,1282.12017055411,1787.16930564654,1848.8560916521,1702.10076019716,1660.49064966623,836.11659912817,1830.55992410583,1823.61878699466,2673.76084753914,1150.03918742349,1967.14186326504,1861.68566070592,2612.5074946858,1701.48360358932,1826.64613358924,2680.66152005661,2696.89515075714,2343.73010927611,1564.74138430185,1107.22366180561,2227.37677068627,1083.13348958309,2598.00345844979,2217.95420338464,1188.94383918088,1135.3287511472,1510.61424665071,1747.56532798359,1775.09349931232,2710.41014338843,997.12977859861,1967.66605179339,2846.93596065535,1633.93548188927,2331.88868945377,2234.31964984579,3609.32784580471,2240.86481159878,2825.14481342772,2066.74500295249,1813.1923164094,3163.67662574393,2494.55979635551,2042.76027844773,2415.85872215089,3505.77076349674,2029.15982742001,2631.22036306022,2316.36790364815,2106.65635755861,2520.95968484222,4509.40644549522,2245.38513750883,2729.93943478941,2071.58542170688,1649.80977738448,1539.3691567376,1811.46564131048,1397.03996970784,1455.57902792959,2517.85726697214,2343.86362157079,2043.73886556002,2018.75572422078,2715.93262606093,1266.16858320701,1389.35270077597,2008.6052676319,1657.16708598347,2198.02506446203,1803.21252537579,4073.34961251285,3436.90869245015,3588.91176192959,3959.53312856907,2665.50274720121,3848.76449810647,2722.81338978628,2184.45015200031,1833.85044371654,1587.757272688,1987.90631932096,1519.12106886006,2869.26942104715,1311.74720721541,1700.98894470962,2141.62288716798,2368.46760774159,1843.20679283897,3257.83579387804,1331.51506446587,1661.1128624448,1680.65290045703,2519.0543085717,1900.46905485441,1765.31943884558,2056.62220030095,554.450221806301,2528.74192515705,2112.76251379367,1796.72880851902,3049.78336150716,761.037880683091,1266.53871140498,2610.18449228453,1907.24291981035,1745.25661300137,2842.31563885764,1661.50238369761,2085.62217832952,1660.9679310042,1636.16709926802,1491.49499680986,1968.22708597127,1091.66575076092,2360.28997046948,1893.23125638489,1418.85684630581,1668.49257916659,1986.53567219273,1613.77085377473,1708.48380455714,1342.96472640671,1850.96942590548,1602.92535421483,1877.72362294291,2205.32254334744,1024.6424712719,1633.63691220384,2034.15961916559,2935.5732621806,2859.30079067593,1794.65282020095,2848.2110367103,1617.3914449777,2099.69996313212,2043.33608903751,2938.48778816545,3941.76020755584,1670.37736662405,1087.66985900701,3214.22993157898,2126.48463387459,1804.60486246523,1836.37577788772,1762.06470580606,1690.72621155249,2491.06955452803,1008.50814988619,2123.65965502947,1844.76195356544,1910.78276670557,1716.4167864461,1921.89717234146,1983.35181204744,3018.88673808628,2752.04101998548,2694.23811829675,1821.54430575516,1908.50780473436,2104.16596900532,1789.70679653958,1035.33014641116,1016.87391997354,1916.10810530528,2026.79809143636,2082.64738691596,2071.8008111295,2388.13247632634,1948.66253345363,1734.72502181023,1683.31283813836,2251.01676836007,1799.68832605748,807.37929784808,2978.41355848762,2166.81415509159,2258.60811015987,1190.24788783944,4278.44202140023,2124.76670290256,1932.75570878625,2181.41876530511,2475.28650824442,1532.57960786523,1153.90465984002,2325.72598878701,2111.15149437727,2217.97465815257,1658.84622033086,1440.60741533775,2358.77202173091,1892.23662880934,2038.40405488311,2002.01631164408,1440.53530582074,1614.56749184049,2355.62245658122,2337.82812642222,1719.49306030509,1970.79046381913,1605.32506205312,2230.05573723832,1784.06422800509,1752.51960772857,1791.96623785075,1767.98551894059,2215.50732334062,1821.13705930056,2254.01175378049,1684.20864382045,2105.33034989821,1786.70584860135,1862.48516740265,1741.59429224539,2065.99724328178,1580.46193541024,1935.59409562936,1908.8929637073,2750.58020985147,1661.95862815801,2249.69196739681,1449.39486241843,2285.82310332159,1566.13528933695,1344.72733529657,2803.05912050008,1320.61275381511,2619.02627238913,1753.82732824216,2017.14089453847,2122.2479382632,1494.39752824817,2303.35636961961,1685.88204064588,2002.78398989908,1961.31171421761,1808.31621130302,2065.22198637279,1730.12375749143,1938.70806706198,1325.6154690314,1845.41862177633,2105.69395423746,2835.82234416096,1236.73213283041,2498.35021266043,1930.47983337629,2390.00040786701,1747.17834475801,3291.99725956695,786.265518627773,2276.36351564343
"0.51_163.0984m/z",3278.42504725063,4342.64471832337,5106.80942246789,2768.08009073784,4984.7243882049,3419.8123753835,3021.74964060106,3627.44667296492,4057.87667439447,4382.89940225261,3594.88536865043,3228.64124070317,3565.19946352303,4040.40676340137,4277.19702396126,4118.83953273649,2378.11838533003,3734.20032559088,3324.78703895908,3883.63420482567,3474.38017407245,3032.68464692248,4258.16540697644,3749.09593752842,2266.66827296836,4320.46464740115,3934.39989762824,3590.74904107922,2965.697444409,2968.66749831508,3061.2188076501,5550.19184224069,5768.41849202862,5744.41991951291,3627.57175891883,4998.69828307442,2204.08091421,3581.38705983799,4539.77578709461,3034.82022261713,4777.66730767805,4992.41074315164,4182.54398105084,4279.89956966536,4363.38276093721,4947.47400971285,3169.00908884766,4580.87966743751,2923.79181960911,2738.90028967716,4845.29974458119,4294.63417916756,3268.05517790971,2708.71801923092,3612.22136959688,4632.77947915319,3786.5555069804,6054.40886726958,3866.03726327096,2505.01437114733,5598.89414909821,4773.91395435132,4020.99737929071,4845.14813786962,3873.5593744657,5784.70539960372,7485.03491371675,5462.65036089393,6121.67424433661,4834.53066678871,2373.52532711806,5764.50380044893,4354.12997699833,3018.82138611641,2988.11214141872,1332.1368583589,3438.1651165765,2896.85880086531,8355.27110096991,3832.44299860508,3412.44722750271,4732.11167986467,4542.87157029519,1875.65541507263,4736.06883374454,8521.45692871448,2285.38250937935,3333.65940218226,3486.64947664636,3301.37183543522,5917.36462366983,5317.66588941423,1157.66956219998,6531.44982045254,6468.08853748157,3623.82124459962,2977.52486368559,4198.10784592482,4722.08740293534,3870.05287573971,4329.45327593134,4424.54926726469,4967.63646054593,1980.0955535089,4462.59545592025,1712.60750691172,2419.7949423536,4953.44685183416,5508.34609184531,5108.33571798442,4173.21151378164,3947.44889774895,3347.77793850907,4291.8521052141,3697.27329219784,3588.71002861991,3756.20771870985,3403.13913303738,4169.32136757716,2805.87431546271,4099.76813465523,3952.12270020745,2912.68067823092,3562.54904671203,2737.32642467454,2999.80364074756,3287.1318083678,3023.82675482527,4373.86802763616,2035.37530712707,4059.74085068049,3345.87067436532,4332.76876771214,3193.77892132682,2780.68595742832,4704.25137554357,3793.98694780524,4985.23712655534,3587.27139736142,5253.05988924005,5109.39608069376,3968.72224258351,4052.28034437785,5426.92829727083,4517.40143138162,4462.2927308515,4464.98386880369,4359.53568191963,6643.48087652344,4586.08986895658,3916.50102364491,4662.07837206176,4505.98061482663,3264.33378210284,1973.97924156405,5301.69459586261,2162.29658977743,4431.5665558119,4265.95681781925,4205.89630896002,2738.16005528066,5177.94109328989,5377.87402595761,5821.23960649888,4376.21404415822,6262.60583873771,3165.98493343108,3083.67702167516,4041.48783806795,4012.32996133049,3519.39940228367,2756.99335656962,5250.64288481768,3590.26756029423,2758.72038798052,2469.22508499389,4066.88806717464,5914.09003609624,3437.36453104969,2301.56591306256,1139.81432208552,5934.77841423261,5543.65295191118,2600.76908105659,4990.93674655267,2309.95097935872,3246.65561677329,4275.17154079691,3870.73843818212,5134.64053364936,4982.74972154392,6005.35801199191,5727.2121571987,3936.85168707943,4183.54954019686,2650.60923580218,4320.49442837996,3274.43830842628,3979.81549047484,4990.74937776488,2657.20440994628,4201.21968403903,3085.16899640238,2490.73301498921,3515.63336533349,3853.24612103267,3359.02843601772,4000.69918143699,4009.39740687968,3061.29805946464,3659.88394906517,5391.13723556383,4170.7883495101,3037.75533987981,2795.66712118367,3605.60721590951,2386.779173196,3575.98571672076,3161.94140583615,3651.77630444669,3678.07681213652,5074.60522453145,3265.41970246275,3455.54156292445,3515.01823663892,2235.76097245793,3725.60007889985,4867.52713477806,2658.5985976516,3391.13082441267,4598.15873951371,4321.8022347201,4520.14142281246,3543.96082364909,4922.26628067706,3956.74061407319,4630.25859704408,6256.38369657566,4153.80592561413,6287.98365656669,3577.16433399498,3717.78598566622,2910.69323993287,3442.05509115654,4440.00958099689,4081.742952644,5699.49953073544,5497.52009757143,6358.35620702271,2746.17166094577,4993.17778607718,4517.4288926193,3673.21356933105,6717.81231893335,4707.22118456559,6085.65337621055,4455.36302329837,3503.48007722413,4180.29827867283,4969.05484134072,4813.30457501855,3695.53807337938,3375.89418990019,6509.53309483604,4788.89443486493,2261.88684173296,2983.08564058587,3835.90598699561,7237.79485194384,5250.27118108369,4945.29878029037,5088.99745010775,4627.43224822772,6477.11913943921,2947.06952043613,2967.61782285092,6028.7065902099,3819.43084066094,4175.0572891619,2318.50375319517,4237.73127455048,3225.67017164741,3463.17005698089,2682.68899954332,4191.03407334238,4269.06144807088,3539.98745658109,3445.13603275372,4101.88403637388,4856.05928934467,2639.53287514413,4257.22255558615,3784.89338062618,3100.96494591064,3584.88904723486,2612.90027473319,3596.54442961505,3948.92338600887,4187.50478215939,4323.20122929437,3212.98781099686,4273.08095943664,4071.92533427578,2486.22217300056,4376.56461002008,4564.7583836835,3922.84374410203,3966.07129367017,3236.81875762851,2607.49977937487,4410.30113640377,3244.87567776465,3021.65949224242,4129.62825175522,3815.43367105225,3559.20906612725,3663.83656710035,4060.07741666102,2965.38582934069,3213.55213922663,4842.47065445093,4006.75816404118,4023.64424022323,2955.8163508545,3603.07411655974,2474.24148521846,4921.17622939797,4192.67268421165,2768.6893716368,4257.96774866493,5492.58443155883,2291.95930067006,3900.19145504433,4151.34116223091,5288.02303566406,2113.1834412273,2580.39192760555,5161.09428482203,3079.98115253502,3054.56132366148,4194.13454941072,4449.62045822027,3564.23141916751,3330.24051048536,2536.51852118304,3262.21887511787,5965.70129838678,3151.48454196595,6148.61211545427,2809.69621618318,3548.80101789513,4892.67277687955,3018.21090115202,3185.6546640805
"0.51_354.2839m/z",3946.89255876891,3836.32478264035,3138.12481228328,2680.16921810041,3524.82172249878,2602.99309270562,4896.21673936365,2361.26446073436,4998.77251735682,4161.18989833344,3430.13171080614,3390.98589603241,5367.58375948654,3107.7310808865,4482.29774554563,5234.71587634618,4638.14730693955,3694.12216257544,4453.94408193525,4276.43593863522,4854.32932303929,5115.62082230027,3977.54397789601,7437.23161800436,7937.65868891738,7492.36136426128,4372.82471190745,9326.66488055958,7246.21813947315,5591.4217291835,4777.51260120889,4031.72967634876,6006.49000247686,3919.15298406845,3711.05023451065,3857.85974038375,3843.66696235933,2791.76136426623,5282.19596061476,3276.49346778745,3980.80697888445,4158.28165121593,3209.75558957825,4508.74981074977,7262.15476098196,1755.57286686116,1822.31774802584,4503.07794502117,5552.85376239989,5178.76784251338,4757.35362128232,6138.54481521074,5175.97302500439,3870.21844264199,7887.16054532859,8584.60170167974,4335.28938097367,6508.1558469892,6800.83021442164,5107.08421399538,2533.9428456946,3761.01871468642,4251.30519689593,3741.52175326047,4067.8641323145,5348.69775561167,6108.79587027574,1342.0015011288,4410.29517304552,3976.06964003237,2746.01195690328,3520.70717547393,2421.03897462527,4679.23460912304,2509.76985104556,4988.08259434991,2926.15943487067,3286.01935639067,8225.435734708,9382.67989154975,14953.2029453939,20019.8897061103,9966.06909563873,12450.6653571778,10072.247124274,8824.79599364283,4690.16170800713,3669.94569288282,6864.4112389025,5170.74793244448,3163.65221642939,4634.16467819644,2752.09075683735,3215.04197361029,6500.83117891896,3126.69170884883,2079.82720406768,3966.9518741553,3944.83029658071,2018.49035500767,4029.14328360429,1304.59823607235,5939.40931490881,2646.43483206454,4068.9105707543,3609.3778238817,2738.18654487645,6473.92077557772,4131.16422668744,5196.51997535146,5338.6186146342,4221.77524607182,2881.40515225049,4416.57338743437,4204.24250201465,2201.27133864429,3911.62678436056,4499.18933868646,1582.56831566742,3003.83816892434,4533.50589851464,4467.6068821116,2614.71971283286,4680.25833895126,5328.52383423016,4742.5808618281,856.565601750855,4284.07521146236,6010.79022195149,5373.59217254418,4870.43518180936,2434.45784949008,4448.27247118422,5572.63424224838,5213.51371196822,5082.33630094827,2278.91692990474,7644.61828619638,6656.05087142073,3122.29434923483,3193.89804003615,3619.46407656659,1845.5931203438,7199.23749195748,5770.21237236278,5703.27967485505,4388.79800282977,2754.40343424317,6148.45446008921,2386.93300853842,4672.68857086424,5287.89170410242,6975.14091564575,6366.42101669872,5767.07975701416,5449.2169232851,5160.3667048955,6839.08327983392,2800.90174123572,4568.24942854183,3287.10876355101,6476.18572302392,3556.96830731919,3126.22841542418,3941.22262377937,5237.70524270583,5541.50584134534,4485.73295141356,3606.45864872228,4271.29050675152,3963.68301674348,3340.36344322981,4231.75123766507,7503.8704356069,6641.22963852804,5626.21124983568,14291.9512045781,13205.688949954,10860.0416834954,3725.82080501288,14790.9935386105,8167.35610875547,7120.27331100833,7438.13098020046,4081.10619780286,1197.36586240048,2171.38737148529,6133.83288993421,3952.48506072626,2203.43169067275,2871.29910171045,2883.51998342916,6031.17592830152,2885.01653447365,3736.81800323791,1914.11861917011,4279.9032818077,3395.54507557198,3766.90055379126,3275.97130511358,5084.16452084728,4990.19782857959,6482.06932314407,3766.30213682087,3311.99138554469,1982.2638747356,2783.41876781501,2893.19127465168,3792.56501511468,4000.05223686419,3695.29814372343,5237.55687906791,3197.1699552974,4575.58870061877,5393.5658072297,4263.12799415371,4541.01256111945,4133.32185412999,5010.78257167473,2757.48056443112,3793.97767662148,2653.44621904444,3657.67381176812,7389.78145669823,5498.36735063138,8335.35231047383,4204.177436035,7559.68652807053,2118.29002948796,6918.11397049529,4679.64841330973,5395.66826218255,5787.14881967656,3988.34858817136,4432.57958535821,2952.39347522497,7705.92555411919,3383.52579631891,3882.86876092606,5413.44198055782,4183.56051370098,5968.33030268708,1961.57582570233,5030.82966499999,2860.05865158679,3891.81541463393,6219.97329529104,3106.2216164953,3957.74599505612,3306.61636958278,5824.36098236563,3453.36857062482,3562.42030101997,6025.89838954282,6372.29680084269,6445.39894250644,4616.46467759364,6509.61986993586,3544.79250062566,10442.9944199313,11880.103918261,18351.6435929441,8972.54782438133,7495.84392692003,13258.168589574,2470.1897524738,6606.15108770166,4606.10955095858,5656.85247662619,3358.13873339037,4009.3444394664,5036.84346907283,4604.54675319992,4085.07675126559,2933.2741198309,3159.75445670038,2976.3256203135,3310.58539282938,4864.92266087198,3067.59679446954,4510.59661311578,3740.85214705393,4866.80366990721,4635.09426803345,4211.70747642582,2995.22702742463,4717.38396628178,3975.72326427589,4282.1352949032,4420.90081875623,4315.68308850267,2727.04394690939,5160.42673096853,5079.40213562197,4678.55547929634,3321.32723225571,6120.12844420179,4570.19558178529,3455.69071080877,4109.11176442934,3346.84534940052,5633.85861841074,2677.32058619366,4846.24902899845,4901.10805598223,4556.15831867933,3187.67996609857,5150.51788813234,5277.50905472839,3410.70606264973,4572.59603669253,3196.2184503524,5329.50845993174,4132.91228949401,2835.67746028429,6061.44495706137,4183.50817650004,7014.53811800511,4552.07796663195,3586.80790602262,1902.66785242605,4673.11597233689,4975.61795464724,5007.36074806232,3947.26018182091,3992.05086023769,4266.53198844698,4416.10545207031,3723.13826126542,4681.04779559997,4431.39443764425,3009.64186609622,3770.17605713169,4207.09246078851,7273.17398516959,3657.30671532873,3857.97886555314,4553.58026257391,4090.49022220692,6090.04672378212,3605.62763896401,3510.31645801423,5924.45031954544,6620.61686172807,2717.87790228245,3086.79556370007,3656.75799965231,2966.50919595375,6476.46217273849,4575.01332415637,5499.68720799967,3880.17208594705,3293.9421840093,4192.36270747227
